StudentIndex,Name,YearOfStudy,CourseID1,CourseTitle1,BM25Score1,CourseID2,CourseTitle2,BM25Score2,CourseID3,CourseTitle3,BM25Score3,CourseID4,CourseTitle4,BM25Score4,CourseID5,CourseTitle5,BM25Score5
885,Student 886,Junior,PHYS      6CL,INTRO EXPER PHYSICS,58.198,PHYS      7B ,BASIC PHYSICS,55.9692,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHIL    599  ,PH D DISS PREP,49.1309
886,Student 887,Graduate,LING    195A ,HONORS THESIS,54.9511,C LIT   197  ,JR/SR SEMINAR,44.5232,C LIT   197H ,SENIOR HONORS SEM,41.2213,SOC     185M ,MARXIST&CRIT THEORY,41.0858,C LIT   196H ,HONORS RESEARCH,37.229
887,Student 888,Freshman,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736
888,Student 889,Sophomore,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   191  ,FANTASY/FANTASTIC,50.5696,CMPSC   190DD,SPECIAL TOPICS,48.5482,C LIT   194I ,INTERNSHIP,47.2292,CMPSC    24  ,PROBLEM SOLVING II,47.1475
889,Student 890,Graduate,PSTAT   190  ,ULA TRAINING,39.2279,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,AS AM   181  ,DESIGN FOR EQUITY,34.5655,CMPSC   502  ,TEACHING COMPTR SCI,34.2449
890,Student 891,Graduate,EEMB    144L ,MARINE MICRO LAB,38.2453,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS      7B ,BASIC PHYSICS,33.4102,EARTH   285  ,PHYS. VOLCANOLOGY,30.9106,C LIT   197  ,JR/SR SEMINAR,29.8408
891,Student 892,Graduate,AS AM   181  ,DESIGN FOR EQUITY,37.0034,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731,PHYS    228  ,ATOMIC & MOLEC PHYS,29.1543
892,Student 893,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032
893,Student 894,Sophomore,ECE     146A ,DIG COMM FUND,45.7696,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,PHIL    252G ,PLATO,34.9731,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411
894,Student 895,Freshman,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
895,Student 896,Sophomore,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736
896,Student 897,Junior,MUS A   252  ,VIOLIN ENSEMBLE,36.9955,MUS A   170M ,MIDDLE EAST ENS.,36.4269,PSTAT   596  ,DIR READ & RSCH,34.9061,C LIT   197H ,SENIOR HONORS SEM,33.9186,MUS      17  ,WORLD MUSIC,33.3324
897,Student 898,Sophomore,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ECE     130A ,SIGNAL ANALYSIS,45.4298
898,Student 899,Senior,MUS A   252  ,VIOLIN ENSEMBLE,40.3154,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928
899,Student 900,Sophomore,FAMST   106A ,CREW PRODUCTION ONE,40.543,FR      599  ,DISS PREPARATION,38.5157,MUS A   270Z ,ETHNO PERF ENSEMBLE,38.4105,GREEK   598  ,MA RESEARCH & PREP,38.3745,MUS A   270I ,MUS OF INDIA: SITAR,36.551
900,Student 901,Senior,FR      599  ,DISS PREPARATION,33.8289,MCDB    290CE,C ELEGANS DEVELOP,32.4482,PSY     118L ,ATTENTION LAB,27.6608,ME      154  ,STRUCTURES,27.6125,PSY       1  ,INTRO TO PSYCH,27.0791
901,Student 902,Freshman,C LIT   191  ,FANTASY/FANTASTIC,61.9312,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   194I ,INTERNSHIP,47.2292
902,Student 903,Freshman,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731,PHYS    228  ,ATOMIC & MOLEC PHYS,29.1543,PHYS    143L ,PARTICLE PHYS LAB,27.7277
903,Student 904,Freshman,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
904,Student 905,Sophomore,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
905,Student 906,Sophomore,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
906,Student 907,Sophomore,C LIT   197H ,SENIOR HONORS SEM,33.9186,SOC     185M ,MARXIST&CRIT THEORY,33.027,C LIT   197  ,JR/SR SEMINAR,29.8408,MATRL   200S ,INTRO STRUC & PHASE,29.1889,MATRL   207  ,MECH OF MATERIALS,29.1889
907,Student 908,Senior,C LIT   599  ,PH D DIS RE & PREP,44.2034,IQB     290CE,C. ELEG DEVELOP,42.7616,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411
908,Student 909,Senior,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MARSC   595  ,SEM MARINE SCIENCE,62.2263,LING    297  ,GRADUATE STUDIES,62.2263
909,Student 910,Senior,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    16  ,PROBLEM SOLVING I,44.4644,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC    99  ,INDEPENDENT STUDIES,42.0864
910,Student 911,Junior,C LIT   197  ,JR/SR SEMINAR,54.1862,C LIT   196H ,HONORS RESEARCH,50.1998,C LIT   197H ,SENIOR HONORS SEM,48.984,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
911,Student 912,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886
912,Student 913,Junior,C LIT   197H ,SENIOR HONORS SEM,65.6953,C LIT   191  ,FANTASY/FANTASTIC,59.9522,C LIT   196H ,HONORS RESEARCH,58.4014,C LIT   197  ,JR/SR SEMINAR,58.2641,SOC     152B ,TOPICS IN SEXUALITY,55.946
913,Student 914,Junior,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731,PHYS    228  ,ATOMIC & MOLEC PHYS,29.1543,CMPSC   280  ,COMP GRAPHICS,27.7277
914,Student 915,Sophomore,MARSC   595  ,SEM MARINE SCIENCE,37.6521,LING    297  ,GRADUATE STUDIES,37.6521,INT      86VC,PORTR & SELF IN AI,30.0316,MATRL   207  ,MECH OF MATERIALS,29.1889,MATRL   205  ,WIDE-BAND GAP MATRL,29.1889
915,Student 916,Junior,C LIT   191  ,FANTASY/FANTASTIC,37.892,PHIL      3  ,CRITICAL THINKING,35.9931,MUS A   252  ,VIOLIN ENSEMBLE,35.8019,SOC     130GR,GLOBAL & RESIST,35.7936,MUS A   147S ,JAZZ ENSEMBLE,35.6901
916,Student 917,Junior,LING    195A ,HONORS THESIS,54.9511,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
917,Student 918,Junior,EACS      5  ,INTRO TO BUDDHISM,46.2519,FR      104C ,ADV FRENCH GRAMMAR,46.0386,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236
918,Student 919,Sophomore,C LIT   196H ,HONORS RESEARCH,60.2649,ECE     146A ,DIG COMM FUND,58.9192,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,CMPSC    24  ,PROBLEM SOLVING II,55.5409
919,Student 920,Freshman,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,CMPSC     5B ,INTRO DATA SCI 2,47.283
920,Student 921,Senior,ARTHI   192D ,UCSB INTERNSHIP,69.8667,GREEK   199  ,INDEP STUDY GREEK,63.6676,GREEK   598  ,MA RESEARCH & PREP,53.8036,GLOBL   197E ,SPECIAL TOPICS,51.5344,ART     593MS,MFA THESIS PROJECT,51.4705
921,Student 922,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,55.4604,PHYS    143L ,PARTICLE PHYS LAB,53.8446,CMPSC   595A ,GP STD: FOUNDATIONS,44.3588,PHYS      7L ,PHYSICS LAB,43.4474,PHYS     13AL,INTRO TO EXPER PHYS,43.4474
922,Student 923,Graduate,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC   190DD,SPECIAL TOPICS,43.0368,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC    99  ,INDEPENDENT STUDIES,42.0864
923,Student 924,Graduate,MATRL   599  ,PH D DISS PREP,47.256,FR      599  ,DISS PREPARATION,43.4602,FAMST   106A ,CREW PRODUCTION ONE,39.7833,INT      86VC,PORTR & SELF IN AI,37.7181,BL ST   199RA,INDEP RESEARCH ASST,37.4729
924,Student 925,Graduate,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC   190DD,SPECIAL TOPICS,43.0368,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   181  ,INTRO COMP VISION,42.0864
925,Student 926,Sophomore,FAMST   106A ,CREW PRODUCTION ONE,39.7833,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,PHIL    151  ,PRE-SOCRATICS,33.6233
926,Student 927,Senior,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,INT      86VC,PORTR & SELF IN AI,44.8862,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864
927,Student 928,Senior,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,EACS      5  ,INTRO TO BUDDHISM,39.1042,GEOG    131  ,MOUNTAIN WEATHER,34.3563,SOC     185M ,MARXIST&CRIT THEORY,33.027
928,Student 929,Senior,ECE     146A ,DIG COMM FUND,45.7696,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,AS AM   181  ,DESIGN FOR EQUITY,34.5655,CMPSC   502  ,TEACHING COMPTR SCI,34.2449
929,Student 930,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,54.9233,C LIT   197  ,JR/SR SEMINAR,44.5232,PHYS    143L ,PARTICLE PHYS LAB,43.7743,AS AM   181  ,DESIGN FOR EQUITY,43.7161,C LIT   197H ,SENIOR HONORS SEM,41.2213
930,Student 931,Freshman,CMPSC   111  ,INT COMPUTAT SCI,76.3735,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   189A ,SR CMPTR PRJCT,70.144,CMPSC   180  ,COMPUTER GRAPHICS,70.144,CMPSC   184  ,MOBILE APP DEV,70.144
931,Student 932,Freshman,FR      599  ,DISS PREPARATION,43.4602,C LIT   197H ,SENIOR HONORS SEM,42.6888,C LIT   197  ,JR/SR SEMINAR,42.5606,INT      86VC,PORTR & SELF IN AI,37.7181,C LIT   196H ,HONORS RESEARCH,36.0067
932,Student 933,Graduate,MUS A   147S ,JAZZ ENSEMBLE,56.3209,MUS A   244  ,CHAMBER MUS ENS,51.5786,MUS A   245  ,BRASS QUINTET,50.5217,MUS A   170M ,MIDDLE EAST ENS.,49.2603,ECE     146A ,DIG COMM FUND,45.7696
933,Student 934,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,AS AM   181  ,DESIGN FOR EQUITY,37.0034,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,SOC     185M ,MARXIST&CRIT THEORY,33.027,PHYS    119A ,THERMO & STAT PHYS,32.4273
934,Student 935,Junior,FAMST   250  ,CULTURAL THEORY,54.4391,FR      104C ,ADV FRENCH GRAMMAR,46.0386,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411
935,Student 936,Freshman,C LIT   191  ,FANTASY/FANTASTIC,52.2659,MUS A   252  ,VIOLIN ENSEMBLE,48.3871,C LIT   196H ,HONORS RESEARCH,47.2941,MUS A   245H ,HORN ENSEMBLE,42.3286,C LIT   193  ,TRANSLATION STUDIES,39.2777
936,Student 937,Freshman,C LIT   197  ,JR/SR SEMINAR,44.5232,C LIT   197H ,SENIOR HONORS SEM,41.2213,SOC     185M ,MARXIST&CRIT THEORY,41.0858,C LIT   196H ,HONORS RESEARCH,37.229,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
937,Student 938,Senior,ECE     146A ,DIG COMM FUND,45.7696,MUS A   244  ,CHAMBER MUS ENS,31.4198,MUS A   245  ,BRASS QUINTET,29.5525,ME ST   200A ,INT APPR TO ME ST,28.331,ME      154  ,STRUCTURES,27.6125
938,Student 939,Graduate,MATRL   599  ,PH D DISS PREP,47.256,MUS A   237M ,SINGING GAUCHOS,35.6047,MATH    202A ,COMPLEX ANALYSIS,35.521,MATH      3B ,CALC WITH APPLI 2,35.521,MUS A   245BR,BRASS/ORCH REP,34.9076
939,Student 940,Freshman,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI     6F ,SUR ARCH & PLAN,37.3858,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,ARTHI   192D ,UCSB INTERNSHIP,34.0062,PORT      4  ,INTERMED PORTUGUESE,32.9903
940,Student 941,Sophomore,MATH    197B ,SENIOR THESIS,38.419,ANTH    206GW,CUR PROBS IN ARCH,38.0206,MATH      4B ,DIFF EQUATIONS,36.9968,PHIL    252G ,PLATO,27.7444,ME      154  ,STRUCTURES,27.6125
941,Student 942,Senior,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
942,Student 943,Freshman,FAMST   250  ,CULTURAL THEORY,73.89,GREEK   598  ,MA RESEARCH & PREP,53.8036,GLOBL   197E ,SPECIAL TOPICS,51.5344,ARTHI   192D ,UCSB INTERNSHIP,51.1481,RENST   199  ,INDEPENDENT STUDIES,49.2898
943,Student 944,Junior,INT      86VC,PORTR & SELF IN AI,37.7181,FR      599  ,DISS PREPARATION,36.9036,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094
944,Student 945,Freshman,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,76.1414,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   180  ,COMPUTER GRAPHICS,70.144,CMPSC    99  ,INDEPENDENT STUDIES,70.144
945,Student 946,Sophomore,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736
946,Student 947,Graduate,ME      154  ,STRUCTURES,27.6125,MATH    197B ,SENIOR THESIS,26.7214,MAT     596  ,DIRECTED RESEARCH,25.9705,ME      157  ,INTRO MULTIPHYS SIM,25.5742,PHIL      3  ,CRITICAL THINKING,25.3985
947,Student 948,Senior,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   215A ,SEMICOND DEVICE,33.0582
948,Student 949,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,48.218,PSY     592DV,SPEC INTRST GRP SEM,40.1172,FEMST   598  ,THESIS PREP,35.272,PHYS    143L ,PARTICLE PHYS LAB,34.5318,PSY     592FS,SPEC INTRST GRP SEM,33.526
949,Student 950,Sophomore,FAMST   106A ,CREW PRODUCTION ONE,44.2397,ART     594  ,SP STUDIES/ST ART,44.0455,ARTHI   192D ,UCSB INTERNSHIP,42.2994,ARTHI   265  ,SEM ARCH HIST URBAN,40.9473,ARTHI   113B ,17C ART IN ITALY I,39.9087
950,Student 951,Senior,PHIL    252G ,PLATO,37.3243,C LIT   197H ,SENIOR HONORS SEM,33.9186,SOC     185M ,MARXIST&CRIT THEORY,33.027,FAMST   106A ,CREW PRODUCTION ONE,30.8705,ARTHI     6F ,SUR ARCH & PLAN,30.1156
951,Student 952,Junior,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,MATH      4B ,DIFF EQUATIONS,36.9968,AS AM   181  ,DESIGN FOR EQUITY,35.4985,FR      599  ,DISS PREPARATION,33.8289,PHYS     20AL,EXPERIMENTAL PHYS,33.4419
952,Student 953,Sophomore,FAMST   106A ,CREW PRODUCTION ONE,39.7833,FR      599  ,DISS PREPARATION,38.7733,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928
953,Student 954,Graduate,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292,C LIT   595  ,DOCTORAL COLLOQUIUM,46.495,CMPSC   111  ,INT COMPUTAT SCI,45.8241
954,Student 955,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,SOC     185M ,MARXIST&CRIT THEORY,33.027,PHYS    119A ,THERMO & STAT PHYS,32.4273
955,Student 956,Sophomore,C LIT   196H ,HONORS RESEARCH,48.9776,MATRL   599  ,PH D DISS PREP,47.256,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
956,Student 957,Junior,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,EEMB    185  ,OCEANOGRAPHY FLD WK,41.7077,EARTH   597  ,INDIV STD MA & PHD,41.7077
957,Student 958,Senior,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   215A ,SEMICOND DEVICE,33.0582
958,Student 959,Junior,PHYS     21  ,GEN PHYS,39.6952,C LIT   197H ,SENIOR HONORS SEM,33.9186,FR      599  ,DISS PREPARATION,33.8289,PHYS      6AL,INTRO EXPER PHYSICS,32.7769,PHIL    252G ,PLATO,30.3604
959,Student 960,Senior,ME      197  ,IND STUDIES DESIGN,30.7322,ME      154  ,STRUCTURES,27.6125,MATH    197B ,SENIOR THESIS,26.7214,ESM     224  ,SSTNBL WTR RES MGMT,26.5898,MAT     596  ,DIRECTED RESEARCH,25.9705
960,Student 961,Sophomore,C LIT   197  ,JR/SR SEMINAR,47.5801,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,C LIT   197H ,SENIOR HONORS SEM,42.2288,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
961,Student 962,Freshman,ARTHI   192D ,UCSB INTERNSHIP,59.4414,ARTHI     6F ,SUR ARCH & PLAN,57.838,ART     594  ,SP STUDIES/ST ART,57.6803,ARTHI   265  ,SEM ARCH HIST URBAN,55.9026,FAMST   106A ,CREW PRODUCTION ONE,53.1524
962,Student 963,Sophomore,SOC     185C ,CULTURAL THEORY,50.7513,PSTAT   190  ,ULA TRAINING,49.9324,SOC     152B ,TOPICS IN SEXUALITY,44.0411,SOC     232  ,MARX SEMINAR,42.6552,DYNS    592  ,DYNS SEMINAR,41.3494
963,Student 964,Graduate,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
964,Student 965,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,42.0498,PHYS     13AL,INTRO TO EXPER PHYS,40.933,PHYS    143L ,PARTICLE PHYS LAB,35.3595,CMPSC   595A ,GP STD: FOUNDATIONS,34.0558,PHYS      7L ,PHYSICS LAB,31.262
965,Student 966,Senior,MATRL   599  ,PH D DISS PREP,47.256,BL ST   199RA,INDEP RESEARCH ASST,37.4729,MATH      3B ,CALC WITH APPLI 2,35.521,MATH    202A ,COMPLEX ANALYSIS,35.521,C LIT   197H ,SENIOR HONORS SEM,33.9186
966,Student 967,Senior,INT      86VC,PORTR & SELF IN AI,44.2768,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   293B ,SPEC TOPICS CS SYS,35.4982,ARTHI   192D ,UCSB INTERNSHIP,35.3052,FAMST   195I ,INTERNSHIP,35.2349
967,Student 968,Freshman,MATRL   599  ,PH D DISS PREP,47.256,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
968,Student 969,Sophomore,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,INT     594NP,NAT AM & INDIG ST,33.9285,PHIL    151  ,PRE-SOCRATICS,33.6233
969,Student 970,Sophomore,MATRL   599  ,PH D DISS PREP,47.256,ARTHI     6F ,SUR ARCH & PLAN,41.2046,FAMST   106A ,CREW PRODUCTION ONE,39.7833,BL ST   199RA,INDEP RESEARCH ASST,37.4729,PHIL    252G ,PLATO,37.3243
970,Student 971,Junior,PHYS    143L ,PARTICLE PHYS LAB,43.7743,FR      599  ,DISS PREPARATION,43.4602,PSY     183  ,PSYCHOPATHOLOGY,41.697,PSY     592DV,SPEC INTRST GRP SEM,40.1172,FAMST   106A ,CREW PRODUCTION ONE,39.7833
971,Student 972,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,MATRL   599  ,PH D DISS PREP,47.256,C LIT   191  ,FANTASY/FANTASTIC,40.9043
972,Student 973,Sophomore,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHYS      7B ,BASIC PHYSICS,30.3237,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731
973,Student 974,Junior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659
974,Student 975,Graduate,FR      599  ,DISS PREPARATION,38.7733,ANTH    206GW,CUR PROBS IN ARCH,38.0206,MATH      4B ,DIFF EQUATIONS,36.9968,INT      86VC,PORTR & SELF IN AI,28.547,ME      154  ,STRUCTURES,27.6125
975,Student 976,Graduate,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   181  ,INTRO COMP VISION,42.0864,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
976,Student 977,Sophomore,ARTHI     6F ,SUR ARCH & PLAN,37.3858,ARTHI   192D ,UCSB INTERNSHIP,34.0062,DANCE   147A ,BALLET III,32.3457,ART     594  ,SP STUDIES/ST ART,32.2488,GLOBL   232A ,CONTEMP ISSUES,31.8369
977,Student 978,Senior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,MUS A   270Z ,ETHNO PERF ENSEMBLE,58.3128,PHIL    151  ,PRE-SOCRATICS,56.0389,MUS A   270I ,MUS OF INDIA: SITAR,55.4898,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432
978,Student 979,Freshman,LING    195A ,HONORS THESIS,54.9511,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MUS A   170M ,MIDDLE EAST ENS.,36.4269,LING    131  ,SOCIOCULT LING,36.2316,MATRL   200S ,INTRO STRUC & PHASE,34.6411
979,Student 980,Junior,ARTHI   192D ,UCSB INTERNSHIP,51.1481,ARTHI   265  ,SEM ARCH HIST URBAN,46.6455,ART     594  ,SP STUDIES/ST ART,45.8836,ARTHI   136O ,GREEN ARCHITECTURE,45.3001,GLOBL   197E ,SPECIAL TOPICS,44.1211
